R_squared,P_values,Betas
0.0,[1.35592676e-99],[1108.65380141]
0.0,[8.2664874e-92],[1101.20927878]
-2.220446049250313e-16,[1.69501113e-85],[1096.13224284]
1.1102230246251565e-16,[1.15157981e-84],[1011.02322926]
3.3306690738754696e-16,[5.97663411e-82],[868.00732302]
0.0,[9.98373055e-84],[807.32846129]
1.1102230246251565e-16,[1.43969079e-89],[898.69973575]
1.1102230246251565e-16,[5.00810016e-94],[1037.83830949]
0.0,[6.88346287e-99],[1105.7101596]
-4.440892098500626e-16,[8.48414769e-97],[1049.89359298]
0.0,[6.57969481e-98],[953.18901152]
2.220446049250313e-16,[2.22321843e-92],[910.55707146]
1.1102230246251565e-16,[2.25654191e-84],[948.07107245]
0.0,[2.09651017e-92],[1027.45861816]
2.220446049250313e-16,[1.0198338e-96],[1071.04031671]
4.440892098500626e-16,[2.68997429e-104],[1054.42422785]
-2.220446049250313e-16,[1.43382805e-99],[979.9760814]
0.0,[3.14690872e-91],[902.49789728]
0.0,[2.0537415e-93],[877.62174359]
0.0,[1.61687619e-83],[915.20335957]
-2.220446049250313e-16,[3.15070219e-95],[1040.61166442]
0.0,[4.63400724e-102],[1144.03312174]
1.1102230246251565e-16,[5.75344642e-104],[1222.6948314]
-2.220446049250313e-16,[1.20514028e-106],[1098.11266611]
1.1102230246251565e-16,[8.5199597e-101],[1107.39277439]
1.1102230246251565e-16,[1.62662873e-100],[1148.1330351]
0.0,[1.1312791e-100],[1196.84746237]
-2.220446049250313e-16,[4.79263706e-95],[1182.12935384]
0.0,[8.77118822e-100],[1078.66561112]
1.1102230246251565e-16,[2.58024089e-98],[976.32486141]
0.0,[3.1920793e-95],[939.48782648]
0.0,[1.07888649e-97],[936.69694848]
1.1102230246251565e-16,[1.77037659e-89],[942.85212259]
0.0,[1.44516032e-96],[994.54027363]
0.0,[4.53195961e-98],[1019.63532811]
1.1102230246251565e-16,[1.2558876e-99],[945.26004208]
1.1102230246251565e-16,[6.92499582e-97],[879.09347833]
0.0,[2.68218708e-88],[888.29693484]
-2.220446049250313e-16,[1.53078567e-92],[924.9924831]
-2.220446049250313e-16,[8.16069192e-95],[937.00089758]
1.1102230246251565e-16,[2.93579662e-97],[899.09365426]
2.220446049250313e-16,[1.02945532e-78],[927.03234624]
-2.220446049250313e-16,[1.14960791e-84],[990.31488755]
0.0,[1.68014555e-104],[1158.00805185]
-2.220446049250313e-16,[7.75165097e-104],[1172.87438486]
0.0,[5.52871036e-105],[1199.59983437]
2.220446049250313e-16,[2.98550052e-104],[1061.77159687]
0.0,[2.41568482e-105],[1061.98035865]
0.0,[2.1136715e-101],[1065.6351438]
0.0,[3.61078828e-97],[1058.07135129]
0.0,[2.48539639e-95],[1036.88508277]
0.0,[2.61754624e-98],[1030.72312538]
1.1102230246251565e-16,[8.30388762e-100],[1038.02118758]
-2.220446049250313e-16,[9.86091612e-99],[1009.37995223]
-2.220446049250313e-16,[3.23253603e-96],[928.10627058]
1.1102230246251565e-16,[1.9993618e-101],[871.27413163]
0.0,[2.0052196e-100],[932.55743408]
0.0,[7.83321223e-92],[959.38178448]
1.1102230246251565e-16,[1.9116631e-88],[882.64310949]
2.220446049250313e-16,[3.23000205e-100],[1095.88176892]
-2.220446049250313e-16,[4.76213881e-107],[1144.45019053]
1.1102230246251565e-16,[3.4287222e-104],[982.74224854]
0.0,[3.76101481e-108],[966.39366958]
2.220446049250313e-16,[3.51410083e-102],[995.44596234]
-2.220446049250313e-16,[2.30040271e-101],[990.26208855]
2.220446049250313e-16,[6.28075402e-102],[978.49494366]
0.0,[1.29093214e-103],[979.51963058]
0.0,[1.4085559e-107],[1000.18912641]
0.0,[3.71837768e-103],[1005.56229894]
-2.220446049250313e-16,[6.0476918e-101],[955.22715251]
0.0,[1.01600885e-100],[881.19338092]
0.0,[2.43407324e-93],[860.25786994]
2.220446049250313e-16,[1.74244014e-98],[860.10105866]
-2.220446049250313e-16,[5.59169881e-88],[841.40486414]
-2.220446049250313e-16,[1.03286315e-91],[916.9787083]
1.1102230246251565e-16,[1.10837439e-81],[860.59141032]
0.0,[1.36906975e-81],[906.02379773]
-2.220446049250313e-16,[7.45727508e-90],[1015.65192727]
-2.220446049250313e-16,[1.96924301e-100],[893.82536884]
0.0,[4.49064846e-108],[890.55397542]
1.1102230246251565e-16,[3.47694637e-104],[958.37496529]
-2.220446049250313e-16,[1.67687215e-104],[968.92271513]
2.220446049250313e-16,[1.24127565e-103],[975.60357427]
0.0,[2.56909355e-105],[973.30565449]
1.1102230246251565e-16,[4.45931928e-104],[971.06428677]
0.0,[3.6366494e-108],[973.27160166]
0.0,[1.59905938e-105],[962.79016472]
-2.220446049250313e-16,[6.91093311e-103],[926.34491326]
0.0,[8.06317345e-99],[894.88700837]
-4.440892098500626e-16,[9.23123901e-102],[869.18569767]
-2.220446049250313e-16,[1.21527212e-94],[770.80575023]
-2.220446049250313e-16,[1.33979736e-83],[675.29010488]
1.1102230246251565e-16,[2.46161427e-79],[773.39261882]
-2.220446049250313e-16,[5.39898873e-87],[875.0868626]
-2.220446049250313e-16,[4.35105435e-85],[955.36423747]
0.0,[5.49029637e-104],[1009.40729358]
2.220446049250313e-16,[5.25992792e-103],[990.63618739]
2.220446049250313e-16,[1.18073502e-102],[942.44281844]
0.0,[3.32409778e-107],[883.09583716]
0.0,[2.46354277e-96],[905.50242824]
-2.220446049250313e-16,[1.57746261e-105],[1006.21611711]
3.3306690738754696e-16,[3.2888741e-104],[1082.51860735]
1.1102230246251565e-16,[3.40092801e-103],[945.80783979]
-2.220446049250313e-16,[1.10255013e-103],[943.59241082]
0.0,[8.61927784e-108],[933.48416916]
-2.220446049250313e-16,[1.1521903e-105],[925.69726922]
-2.220446049250313e-16,[1.76924341e-102],[926.6420336]
1.1102230246251565e-16,[7.51901982e-96],[930.51392918]
1.1102230246251565e-16,[2.62434677e-97],[930.04058]
-2.220446049250313e-16,[1.71824338e-98],[920.10077742]
0.0,[2.13847337e-100],[869.64370548]
0.0,[1.24898829e-95],[742.71274342]
0.0,[4.72696768e-87],[613.17299398]
2.220446049250313e-16,[3.90186278e-87],[944.9411298]
-2.220446049250313e-16,[2.06757024e-105],[958.08328786]
-2.220446049250313e-16,[1.73867632e-103],[877.02269191]
-2.220446049250313e-16,[3.8619696e-108],[835.22470751]
1.1102230246251565e-16,[2.36278295e-95],[897.7218221]
2.220446049250313e-16,[3.78125438e-103],[1009.85800709]
-2.220446049250313e-16,[1.46179595e-105],[1101.11930099]
-2.220446049250313e-16,[8.78447846e-103],[908.76853793]
-2.220446049250313e-16,[3.13144864e-103],[920.61752499]
2.220446049250313e-16,[8.45128937e-102],[921.13633459]
-2.220446049250313e-16,[3.16173732e-104],[908.31154857]
0.0,[1.20919923e-100],[905.93668859]
-2.220446049250313e-16,[2.98951458e-102],[925.92669678]
0.0,[7.31936807e-101],[927.3923663]
-2.220446049250313e-16,[8.59411266e-97],[859.15971105]
2.220446049250313e-16,[1.70011e-88],[724.95858705]
3.3306690738754696e-16,[1.14929146e-81],[607.37790456]
0.0,[2.50218275e-93],[892.88369332]
0.0,[6.0450262e-100],[813.06964949]
-2.220446049250313e-16,[3.6152454e-103],[779.07419362]
1.1102230246251565e-16,[1.80841702e-95],[876.01853075]
1.1102230246251565e-16,[7.02871748e-99],[976.75149357]
0.0,[2.05259467e-103],[1053.03790164]
1.1102230246251565e-16,[1.7145744e-104],[860.34179687]
0.0,[8.78624187e-105],[872.38745237]
1.1102230246251565e-16,[3.15607147e-104],[876.17272111]
0.0,[7.53178252e-106],[876.73047354]
0.0,[2.77016719e-103],[880.97900271]
-2.220446049250313e-16,[2.8826892e-102],[901.58298627]
1.1102230246251565e-16,[3.19186807e-98],[888.46100691]
0.0,[1.27132441e-102],[808.73687265]
0.0,[8.3041018e-92],[742.14079494]
3.3306690738754696e-16,[1.84667967e-86],[685.57557469]
1.1102230246251565e-16,[7.0848979e-102],[771.78821399]
0.0,[5.25768907e-100],[804.58350088]
0.0,[2.9251149e-100],[876.96613506]
2.220446049250313e-16,[1.05261055e-101],[932.15056655]
0.0,[7.54729378e-98],[980.04363296]
0.0,[8.91197612e-107],[843.46432675]
1.1102230246251565e-16,[3.03050724e-109],[836.13775754]
0.0,[1.21724842e-104],[826.65328561]
3.3306690738754696e-16,[8.1065609e-103],[831.7120864]
0.0,[1.17381315e-101],[840.30921009]
0.0,[1.23137281e-102],[852.66294352]
0.0,[2.94947394e-100],[831.45202517]
-2.220446049250313e-16,[2.11368879e-102],[781.98392741]
1.1102230246251565e-16,[6.46327887e-93],[765.13561174]
0.0,[7.68583181e-89],[751.36951043]
0.0,[2.11019183e-104],[953.83583817]
1.1102230246251565e-16,[1.69047984e-101],[850.77580351]
0.0,[1.12550549e-102],[825.07151166]
2.220446049250313e-16,[7.80785473e-107],[809.22873224]
0.0,[3.09661037e-101],[812.4761544]
-2.220446049250313e-16,[7.28390948e-104],[843.6985725]
1.1102230246251565e-16,[1.35966013e-104],[847.6141525]
2.220446049250313e-16,[7.08147556e-105],[807.68365119]
-2.220446049250313e-16,[3.33746739e-112],[790.48796291]
0.0,[3.68049071e-102],[790.66049254]
-2.220446049250313e-16,[1.2731101e-102],[832.3091682]
-2.220446049250313e-16,[9.30821376e-102],[856.13047402]
0.0,[5.14924188e-102],[823.05554439]
0.0,[1.12437158e-99],[774.66764203]
0.0,[1.03141217e-93],[738.4347989]
0.0,[6.09483733e-102],[795.33120787]
0.0,[7.12643331e-99],[788.14140769]
-4.440892098500626e-16,[3.42528237e-89],[739.96120079]
-2.220446049250313e-16,[1.43792757e-83],[675.86367499]
0.0,[1.16437343e-86],[918.79012403]
2.220446049250313e-16,[3.92944277e-86],[921.02746821]
-2.220446049250313e-16,[3.17728524e-100],[765.93765917]
0.0,[6.47055375e-88],[723.73983106]
-2.220446049250313e-16,[3.61528344e-86],[652.4231699]
-2.220446049250313e-16,[1.63693255e-91],[854.13259589]
2.220446049250313e-16,[1.60907181e-92],[910.00301825]
-2.220446049250313e-16,[1.22021721e-96],[760.03967884]
0.0,[1.41812154e-93],[731.22113157]
1.1102230246251565e-16,[6.15886053e-95],[813.29142253]
-2.220446049250313e-16,[1.1725189e-100],[745.58106426]
0.0,[7.52326679e-98],[745.1217424]
0.0,[3.62935705e-97],[683.56043797]
1.1102230246251565e-16,[7.96652001e-101],[745.56721646]
-2.220446049250313e-16,[6.62741022e-98],[729.17462158]
0.0,[1.20930135e-79],[528.03926057]
1.1102230246251565e-16,[1.03947933e-94],[1644.32350308]
-2.220446049250313e-16,[3.04569983e-87],[1602.92542701]
0.0,[1.50475596e-94],[1743.61354933]
-2.220446049250313e-16,[8.03385133e-96],[1691.82482431]
0.0,[7.6041681e-99],[1596.80011106]
0.0,[2.72131954e-101],[1560.16788498]
0.0,[2.41913502e-102],[1539.51205624]
-2.220446049250313e-16,[1.31503691e-95],[1465.83369476]
0.0,[3.25146048e-87],[1418.77536669]
2.220446049250313e-16,[2.05468822e-94],[1458.93035769]
3.3306690738754696e-16,[5.90602077e-99],[1507.87976314]
0.0,[9.53000595e-97],[1558.14692479]
2.220446049250313e-16,[5.47892028e-97],[1531.8450449]
-2.220446049250313e-16,[2.57427926e-110],[1508.56867053]
0.0,[1.09305869e-112],[1507.45545152]
3.3306690738754696e-16,[1.38249305e-107],[1472.17014687]
2.220446049250313e-16,[1.22992518e-84],[1688.79392856]
0.0,[2.05497166e-73],[1402.33087517]
0.0,[6.12326649e-84],[1447.56135589]
-2.220446049250313e-16,[2.85961789e-98],[1502.19144933]
0.0,[1.4278388e-99],[1491.1391458]
3.3306690738754696e-16,[1.93951006e-94],[1439.7475945]
1.1102230246251565e-16,[8.46254778e-91],[1423.25027765]
0.0,[4.40142085e-97],[1450.55777995]
0.0,[2.88047686e-105],[1461.85059072]
0.0,[1.93137178e-105],[1414.26361204]
0.0,[1.54754996e-102],[1365.36960736]
0.0,[1.88329297e-102],[1437.11780503]
0.0,[5.62041661e-101],[1454.71311322]
-2.220446049250313e-16,[1.82355941e-108],[1438.74504538]
1.1102230246251565e-16,[1.02796127e-108],[1480.79149433]
-2.220446049250313e-16,[2.19025634e-110],[1453.12547392]
-4.440892098500626e-16,[6.66825492e-110],[1443.62293438]
-2.220446049250313e-16,[6.41526118e-63],[1326.67025458]
0.0,[2.47717358e-74],[1488.9359801]
2.220446049250313e-16,[1.18746965e-82],[1581.87194585]
1.1102230246251565e-16,[1.93589716e-102],[1606.79435221]
1.1102230246251565e-16,[5.08043452e-102],[1505.21359911]
0.0,[2.40241137e-93],[1391.26474179]
-2.220446049250313e-16,[1.10966796e-89],[1353.1135589]
0.0,[1.4850435e-88],[1356.12295592]
-2.220446049250313e-16,[3.81505817e-93],[1338.52217611]
1.1102230246251565e-16,[1.92375613e-95],[1291.61893239]
2.220446049250313e-16,[8.33146005e-93],[1244.83528406]
1.1102230246251565e-16,[8.43498576e-89],[1254.44328757]
-2.220446049250313e-16,[1.60934848e-95],[1356.85542327]
0.0,[1.07555622e-101],[1369.24054553]
0.0,[1.27225457e-104],[1360.77942852]
-2.220446049250313e-16,[1.3929937e-95],[1429.0375091]
-2.220446049250313e-16,[1.04509673e-106],[1391.1163737]
-4.440892098500626e-16,[6.78628498e-43],[694.60220516]
0.0,[8.81630039e-59],[865.00092271]
0.0,[5.51945613e-69],[1057.62561514]
0.0,[8.87633024e-78],[1253.80816052]
0.0,[1.26324862e-91],[1386.35446825]
0.0,[1.09935833e-92],[1363.53737027]
-2.220446049250313e-16,[3.04962486e-99],[1257.81123861]
0.0,[1.77725669e-98],[1212.18260043]
0.0,[8.19436214e-101],[1217.03794711]
-2.220446049250313e-16,[1.50804701e-103],[1229.27765012]
0.0,[2.30341396e-99],[1236.81296674]
-2.220446049250313e-16,[1.24309005e-92],[1220.46150716]
0.0,[8.14897726e-100],[1174.62145996]
-2.220446049250313e-16,[3.20368604e-94],[1215.41414867]
2.220446049250313e-16,[5.41145516e-95],[1277.09245988]
1.1102230246251565e-16,[3.56596416e-110],[1307.56741632]
0.0,[1.12777045e-97],[1287.98506673]
0.0,[1.50607891e-77],[1236.56464939]
2.220446049250313e-16,[3.17712505e-84],[1235.38865273]
0.0,[1.59485972e-105],[1265.40927782]
0.0,[7.410622e-111],[1305.78611606]
1.1102230246251565e-16,[7.40537544e-105],[1345.49652459]
1.1102230246251565e-16,[6.86020953e-105],[1367.53806918]
0.0,[4.21833362e-29],[341.71340972]
-2.220446049250313e-16,[2.67378173e-49],[587.75764076]
-2.220446049250313e-16,[4.36407856e-63],[896.21902645]
0.0,[9.31170863e-71],[1132.33141132]
-2.220446049250313e-16,[2.01346859e-83],[1231.6531767]
0.0,[6.85077791e-100],[1216.5012207]
-2.220446049250313e-16,[4.83351938e-105],[1187.50076114]
0.0,[3.82831416e-103],[1194.93414187]
0.0,[1.28371789e-106],[1196.5764974]
-2.220446049250313e-16,[4.74619514e-106],[1209.72336952]
0.0,[4.55199776e-106],[1247.41211416]
2.220446049250313e-16,[2.37265782e-106],[1242.03096517]
-2.220446049250313e-16,[4.7790369e-109],[1171.26307349]
0.0,[1.03080699e-97],[1134.00082577]
2.220446049250313e-16,[3.18116864e-97],[1160.75411449]
2.220446049250313e-16,[2.07667833e-98],[1217.12286257]
0.0,[1.39920107e-97],[1189.8381228]
-2.220446049250313e-16,[2.43532528e-82],[1096.31936945]
-2.220446049250313e-16,[4.29277928e-100],[1152.99699611]
0.0,[1.28501017e-104],[1230.37351601]
0.0,[9.41328307e-102],[1301.87502633]
0.0,[7.2879111e-101],[1337.95714853]
0.0,[9.58705339e-100],[1354.11281451]
1.1102230246251565e-16,[1.243051e-49],[388.95658067]
0.0,[1.54922399e-61],[613.86097328]
0.0,[1.01390726e-66],[883.60408529]
2.220446049250313e-16,[2.03267017e-68],[1082.82651415]
0.0,[6.7304326e-75],[1173.62684781]
0.0,[4.30123911e-93],[1199.59541829]
0.0,[1.0272262e-99],[1203.07860849]
1.1102230246251565e-16,[1.19676626e-94],[1220.33250517]
1.1102230246251565e-16,[1.55321257e-95],[1195.848044]
2.220446049250313e-16,[6.8034284e-100],[1176.24722829]
0.0,[3.3458354e-99],[1198.53658758]
1.1102230246251565e-16,[9.42351734e-102],[1173.46625354]
0.0,[5.80386942e-107],[1080.8565626]
-2.220446049250313e-16,[2.17141093e-108],[1026.35174321]
0.0,[2.585843e-98],[1049.84595205]
0.0,[3.503539e-95],[1075.38842295]
2.220446049250313e-16,[7.20420118e-98],[1118.93201162]
0.0,[1.92757315e-102],[1113.65174058]
2.220446049250313e-16,[1.80195122e-90],[1105.12438486]
0.0,[2.13844118e-96],[1147.49704638]
2.220446049250313e-16,[8.87828035e-100],[1209.0297325]
0.0,[8.60452138e-100],[1257.31722005]
-2.220446049250313e-16,[8.5517577e-55],[528.94713996]
-2.220446049250313e-16,[1.51986726e-50],[393.37558701]
0.0,[6.3356054e-58],[487.78794891]
-2.220446049250313e-16,[1.79693335e-61],[667.21650965]
0.0,[3.55821363e-63],[810.69476558]
-2.220446049250313e-16,[1.63425988e-71],[951.23365814]
0.0,[9.37911984e-88],[1117.2013107]
2.220446049250313e-16,[1.59990318e-97],[1194.87633799]
0.0,[1.58951772e-100],[1145.94236127]
-2.220446049250313e-16,[3.80561354e-102],[1066.12897806]
2.220446049250313e-16,[4.91435677e-103],[1020.33389821]
-2.220446049250313e-16,[6.12265018e-107],[1015.09350107]
-2.220446049250313e-16,[3.13468345e-114],[1022.31946758]
0.0,[1.04449855e-111],[1023.91038603]
0.0,[7.94554417e-102],[1021.73204609]
1.1102230246251565e-16,[4.45511433e-108],[1043.00571098]
0.0,[2.56638138e-105],[1042.86028215]
0.0,[3.75110836e-100],[1060.15201105]
-2.220446049250313e-16,[3.54303479e-107],[1090.45896044]
2.220446049250313e-16,[3.209688e-97],[1104.40633377]
0.0,[3.71072507e-97],[1152.18251905]
0.0,[3.64054319e-91],[1209.62933469]
2.220446049250313e-16,[6.40250602e-91],[1236.86277621]
0.0,[5.23057283e-88],[1075.76011269]
0.0,[1.02062824e-71],[908.19622085]
1.1102230246251565e-16,[1.09685762e-64],[815.91105024]
-2.220446049250313e-16,[4.09673498e-67],[770.77702302]
2.220446049250313e-16,[2.47704686e-70],[688.55292945]
0.0,[1.30951749e-71],[623.4418335]
0.0,[1.93131021e-80],[748.96570542]
0.0,[1.46093837e-87],[991.21766812]
1.1102230246251565e-16,[1.5460385e-93],[1128.85134469]
0.0,[1.8430357e-97],[1119.54591998]
0.0,[9.91378833e-99],[1025.68240895]
-2.220446049250313e-16,[9.80757733e-102],[999.30816172]
0.0,[5.84666063e-101],[1040.49527875]
0.0,[9.60303165e-104],[1037.96531408]
1.1102230246251565e-16,[1.71523253e-107],[1046.61861644]
0.0,[1.54317166e-108],[1094.99341778]
2.220446049250313e-16,[4.47254421e-111],[1052.57179889]
1.1102230246251565e-16,[9.02088931e-106],[973.08529603]
1.1102230246251565e-16,[4.40626591e-97],[970.12100998]
-2.220446049250313e-16,[7.69994348e-108],[1038.66244208]
0.0,[6.37951108e-110],[1100.47913794]
0.0,[6.57355792e-106],[1134.87158203]
0.0,[9.07939516e-99],[1173.12844669]
0.0,[1.9239958e-99],[1108.8335296]
-2.220446049250313e-16,[2.42976406e-103],[1129.18952493]
0.0,[4.44400303e-96],[1164.77058201]
2.220446049250313e-16,[3.07667061e-91],[1155.40309771]
3.3306690738754696e-16,[4.83283038e-87],[1001.44647935]
2.220446049250313e-16,[2.37239016e-81],[775.99801696]
0.0,[9.1312866e-76],[655.56441004]
0.0,[2.76895368e-81],[703.39297426]
-2.220446049250313e-16,[3.62753032e-77],[829.12815109]
1.1102230246251565e-16,[5.40121721e-86],[1030.1556193]
-4.440892098500626e-16,[1.12682307e-98],[1139.86985151]
2.220446049250313e-16,[4.3503183e-98],[1051.59051633]
-2.220446049250313e-16,[9.59701522e-96],[967.44415403]
-2.220446049250313e-16,[7.02356083e-89],[952.01879165]
0.0,[9.14423126e-92],[1018.49847771]
-2.220446049250313e-16,[1.58968747e-98],[1057.26843142]
1.1102230246251565e-16,[1.22379216e-108],[1057.0701282]
1.1102230246251565e-16,[2.4570008e-106],[1016.15017162]
0.0,[7.32772959e-89],[929.70740464]
0.0,[2.6344104e-104],[1050.60782399]
0.0,[2.18181933e-105],[1105.09370213]
2.220446049250313e-16,[1.71950293e-104],[1045.31922344]
3.3306690738754696e-16,[5.48971628e-103],[1093.87325033]
0.0,[2.72628111e-101],[1142.72677792]
-2.220446049250313e-16,[8.85364868e-96],[1128.59432684]
0.0,[2.02375015e-97],[1043.86547612]
2.220446049250313e-16,[3.53343412e-87],[950.26567526]
2.220446049250313e-16,[3.58070857e-84],[854.84315281]
-2.220446049250313e-16,[2.95853659e-84],[743.78976859]
0.0,[9.88643444e-83],[697.14249196]
0.0,[4.87401518e-91],[864.15573419]
0.0,[4.42995051e-95],[1042.83226342]
-2.220446049250313e-16,[2.06898887e-108],[1092.71073405]
-2.220446049250313e-16,[1.40130677e-103],[1047.33321007]
2.220446049250313e-16,[1.61544265e-89],[944.96588973]
0.0,[2.28811958e-92],[908.74095842]
0.0,[1.25984336e-93],[941.44317747]
0.0,[1.95132846e-97],[915.21537392]
0.0,[7.43186211e-97],[906.6953125]
0.0,[4.31471372e-94],[884.96883377]
0.0,[7.48270286e-102],[1027.81485285]
0.0,[1.94673909e-104],[1025.09379069]
-2.220446049250313e-16,[2.79985846e-99],[1025.07756611]
2.220446049250313e-16,[5.84634284e-97],[1025.6481048]
0.0,[6.26014703e-97],[1028.13865392]
0.0,[4.16473286e-95],[1038.86672794]
-2.220446049250313e-16,[5.75440881e-92],[1027.08951105]
1.1102230246251565e-16,[6.76670187e-91],[944.26187912]
2.220446049250313e-16,[1.82151453e-89],[823.81725835]
4.440892098500626e-16,[7.91538309e-87],[779.33560959]
-2.220446049250313e-16,[2.66990219e-95],[802.27819465]
0.0,[2.71031197e-87],[831.06876747]
1.1102230246251565e-16,[3.83380979e-96],[974.55115344]
1.1102230246251565e-16,[7.23398947e-102],[1083.6342558]
0.0,[3.32052399e-100],[984.64887193]
0.0,[5.64038652e-95],[852.77094224]
0.0,[5.52412841e-108],[1015.36420156]
-2.220446049250313e-16,[1.34217862e-105],[953.65251608]
0.0,[1.87527594e-105],[964.72694307]
0.0,[2.05664031e-103],[979.43858068]
4.440892098500626e-16,[9.72098398e-104],[992.72836603]
-2.220446049250313e-16,[9.51690481e-104],[1002.15378586]
-2.220446049250313e-16,[1.2664337e-101],[999.64352237]
1.1102230246251565e-16,[1.03564661e-97],[973.20200842]
2.220446049250313e-16,[1.61694452e-101],[928.51244519]
-2.220446049250313e-16,[3.63666493e-94],[903.38920563]
-2.220446049250313e-16,[2.00419738e-94],[886.29459396]
0.0,[2.90886627e-95],[800.97558953]
0.0,[1.27710653e-90],[727.6051911]
0.0,[4.14030228e-85],[745.56547397]
0.0,[6.05908142e-82],[861.29256305]
-4.440892098500626e-16,[3.55642365e-95],[957.60691923]
0.0,[1.28208536e-98],[957.76086904]
0.0,[5.12560714e-93],[877.58955772]
-2.220446049250313e-16,[2.53687787e-106],[963.58158366]
-2.220446049250313e-16,[5.11393107e-110],[975.88081509]
2.220446049250313e-16,[2.02140228e-108],[974.14115158]
0.0,[5.70107202e-108],[956.94770484]
-2.220446049250313e-16,[1.79087015e-106],[936.56788306]
0.0,[3.85130873e-107],[934.80138921]
-2.220446049250313e-16,[2.85400281e-111],[938.79191799]
2.220446049250313e-16,[3.07654485e-101],[891.82443297]
-2.220446049250313e-16,[6.82215996e-97],[807.73274381]
-4.440892098500626e-16,[1.00891589e-89],[742.17223523]
0.0,[2.35517819e-84],[661.84547454]
0.0,[1.5239133e-80],[692.14913522]
2.220446049250313e-16,[1.02978864e-89],[805.74503461]
2.220446049250313e-16,[4.61789996e-97],[940.71806784]
0.0,[2.96650052e-107],[1050.89749923]
-2.220446049250313e-16,[8.93327714e-107],[938.41536219]
-2.220446049250313e-16,[3.32507728e-104],[929.57949889]
1.1102230246251565e-16,[2.09457042e-102],[911.7467771]
0.0,[1.95955148e-104],[901.04613779]
0.0,[3.43340235e-105],[906.15455897]
4.440892098500626e-16,[9.4581617e-109],[922.61780623]
-2.220446049250313e-16,[5.25020692e-105],[914.68949022]
-2.220446049250313e-16,[5.31111611e-108],[874.18300015]
3.3306690738754696e-16,[9.33807014e-99],[842.55570715]
0.0,[6.53395749e-93],[746.58090988]
0.0,[1.3408863e-84],[614.84192732]
2.220446049250313e-16,[1.9313257e-84],[617.41043869]
-2.220446049250313e-16,[9.85608318e-102],[998.05464322]
-2.220446049250313e-16,[2.20003507e-106],[1038.55636417]
-2.220446049250313e-16,[1.84400935e-102],[897.16376091]
0.0,[9.78652229e-107],[893.75606163]
1.1102230246251565e-16,[4.46693169e-105],[878.31842998]
0.0,[6.55916929e-106],[871.84848681]
1.1102230246251565e-16,[1.998215e-102],[878.51322069]
1.1102230246251565e-16,[2.79864197e-102],[891.05233705]
0.0,[5.7403507e-101],[885.17182833]
1.1102230246251565e-16,[1.31007624e-101],[865.16137815]
-2.220446049250313e-16,[3.51025855e-94],[841.54768761]
1.1102230246251565e-16,[2.79397482e-93],[750.06488396]
0.0,[1.33240342e-103],[838.69248334]
-2.220446049250313e-16,[1.00456453e-105],[864.77596268]
0.0,[1.9528755e-104],[879.07020838]
2.220446049250313e-16,[2.51247201e-108],[887.6584724]
-2.220446049250313e-16,[3.41152685e-104],[886.68552174]
-2.220446049250313e-16,[2.86095857e-97],[874.67329915]
2.220446049250313e-16,[5.1094329e-98],[855.14294314]
0.0,[9.57871175e-108],[844.49525482]
-2.220446049250313e-16,[5.09441927e-101],[833.7665872]
0.0,[2.80687305e-100],[789.17040417]
-2.220446049250313e-16,[2.17784302e-107],[836.00993437]
0.0,[2.62078054e-107],[843.8280137]
2.220446049250313e-16,[6.10888841e-107],[862.0488006]
-2.220446049250313e-16,[3.20858988e-101],[865.87487554]
1.1102230246251565e-16,[9.59385905e-97],[836.75749895]
2.220446049250313e-16,[6.75736419e-99],[815.95263433]
-2.220446049250313e-16,[5.10462734e-104],[829.90707577]
1.1102230246251565e-16,[7.80704508e-103],[845.37304807]
-2.220446049250313e-16,[2.50989691e-102],[819.46870213]
1.1102230246251565e-16,[5.88128918e-93],[768.99767707]
1.1102230246251565e-16,[1.06528433e-103],[816.94693532]
-2.220446049250313e-16,[3.14125572e-98],[831.22943594]
0.0,[1.90667889e-101],[820.50127934]
0.0,[3.91223864e-104],[808.17895987]
1.1102230246251565e-16,[2.38576496e-102],[820.74533141]
0.0,[1.17167269e-97],[844.17462517]
0.0,[4.56162362e-94],[829.52827125]
0.0,[2.06366327e-106],[786.56073716]
0.0,[9.74302436e-105],[800.50408217]
0.0,[4.18819499e-105],[809.21926222]
1.1102230246251565e-16,[1.63676194e-100],[826.00954781]
2.220446049250313e-16,[1.81275373e-96],[810.60323438]
0.0,[8.64317383e-99],[770.98302385]
0.0,[4.9410418e-86],[792.54588527]
2.220446049250313e-16,[8.35355589e-90],[772.73383526]
0.0,[5.33481573e-88],[893.18266625]
2.220446049250313e-16,[2.01291662e-90],[756.43802897]
0.0,[3.55878717e-92],[838.15023983]
0.0,[1.90955115e-99],[750.30954039]
1.1102230246251565e-16,[4.66028638e-93],[1606.52636001]
-2.220446049250313e-16,[1.06479769e-79],[1395.30404364]
-2.220446049250313e-16,[1.11981029e-93],[1563.16742781]
1.1102230246251565e-16,[3.46601802e-102],[1652.09140194]
1.1102230246251565e-16,[7.55109381e-104],[1619.97775209]
1.1102230246251565e-16,[8.43460732e-103],[1582.80970196]
0.0,[1.56705909e-106],[1582.33087757]
-2.220446049250313e-16,[5.64432158e-91],[1585.73899692]
1.1102230246251565e-16,[3.58961601e-103],[1605.81221517]
