R_squared,P_values,Betas
1.1102230246251565e-16,[5.24726263e-105],[930.49791164]
2.220446049250313e-16,[4.42261346e-108],[886.34416528]
-2.220446049250313e-16,[1.56278855e-100],[873.40240718]
1.1102230246251565e-16,[6.62584261e-95],[910.41408524]
0.0,[1.09884775e-99],[1005.91511805]
0.0,[6.35508037e-98],[1098.754148]
1.1102230246251565e-16,[1.61531636e-102],[1124.9245797]
1.1102230246251565e-16,[2.92399919e-103],[1147.82115024]
0.0,[2.17214103e-105],[1191.82041542]
3.3306690738754696e-16,[4.74925322e-105],[1209.25754921]
0.0,[1.12305227e-107],[1246.20799584]
0.0,[1.09259199e-102],[1262.04803586]
0.0,[1.61921323e-109],[1209.09671798]
0.0,[8.8777251e-106],[1127.89865771]
0.0,[8.86249998e-109],[1052.70029584]
-2.220446049250313e-16,[5.05458613e-104],[1086.0532442]
1.1102230246251565e-16,[8.54151506e-107],[1113.12216605]
-2.220446049250313e-16,[1.24150833e-103],[1123.5030733]
0.0,[1.63314349e-101],[1094.28704475]
0.0,[1.50431549e-98],[1036.93058029]
0.0,[1.61780992e-98],[987.61027497]
0.0,[2.68862447e-97],[966.1531396]
-2.220446049250313e-16,[1.45335815e-86],[957.97046257]
0.0,[8.1165295e-84],[963.53354181]
-2.220446049250313e-16,[4.32648477e-92],[992.53242882]
1.1102230246251565e-16,[9.10034686e-106],[1010.36769852]
0.0,[1.20766789e-106],[944.64212455]
1.1102230246251565e-16,[3.75753176e-102],[902.20928476]
1.1102230246251565e-16,[1.4686321e-105],[962.78122008]
3.3306690738754696e-16,[2.52642766e-107],[992.16901353]
0.0,[3.54517521e-107],[930.41316851]
1.1102230246251565e-16,[6.27305398e-104],[864.44214107]
-2.220446049250313e-16,[3.72325526e-100],[859.66600844]
0.0,[1.24778749e-94],[920.78790403]
0.0,[1.38307575e-101],[1039.77127614]
2.220446049250313e-16,[5.08930621e-112],[1101.55328968]
2.220446049250313e-16,[4.9923215e-107],[1091.69814166]
0.0,[1.72488098e-101],[1131.64502671]
-2.220446049250313e-16,[8.08615227e-106],[1172.59587307]
0.0,[7.88111181e-110],[1189.30035999]
-2.220446049250313e-16,[3.65925846e-106],[1189.07778033]
-2.220446049250313e-16,[4.43050858e-100],[1206.96362783]
-2.220446049250313e-16,[4.20170769e-102],[1214.33063821]
2.220446049250313e-16,[5.94023528e-101],[1138.10134469]
0.0,[3.56127673e-110],[1016.53135651]
1.1102230246251565e-16,[5.0879914e-114],[1026.6916085]
1.1102230246251565e-16,[2.14513395e-107],[1070.58957328]
0.0,[1.08343003e-103],[1082.10457357]
-2.220446049250313e-16,[1.13511711e-102],[1080.30146101]
0.0,[9.73378374e-99],[1059.30833644]
2.220446049250313e-16,[1.93514669e-94],[1019.66211656]
-2.220446049250313e-16,[2.55283426e-88],[947.09328565]
2.220446049250313e-16,[3.33757427e-77],[854.82538799]
-2.220446049250313e-16,[1.42412862e-71],[800.67637365]
-2.220446049250313e-16,[1.63938411e-78],[863.75345746]
-2.220446049250313e-16,[1.26479196e-100],[994.29776061]
2.220446049250313e-16,[8.80548771e-106],[1017.51399261]
0.0,[1.77033618e-106],[949.16115794]
0.0,[1.47368169e-107],[945.33979827]
0.0,[5.5232288e-110],[971.99604588]
0.0,[1.43931294e-103],[844.28121649]
0.0,[4.28609309e-103],[850.62086158]
1.1102230246251565e-16,[8.84797411e-98],[919.00594315]
2.220446049250313e-16,[6.45688949e-104],[1034.86239325]
0.0,[1.94416132e-107],[1072.41853362]
3.3306690738754696e-16,[3.89746371e-107],[1006.59491565]
1.1102230246251565e-16,[2.98193479e-96],[969.7434836]
-2.220446049250313e-16,[1.34149241e-93],[965.33607872]
-2.220446049250313e-16,[4.74123164e-98],[1021.25530048]
1.1102230246251565e-16,[2.83501896e-100],[1084.7377427]
0.0,[4.26475867e-101],[1106.80182723]
0.0,[9.70104711e-99],[1063.96946327]
2.220446049250313e-16,[4.31037226e-95],[937.36051672]
-2.220446049250313e-16,[2.32997148e-108],[945.81752283]
2.220446049250313e-16,[2.04075089e-102],[993.05959185]
0.0,[8.39960378e-110],[1025.40003279]
-2.220446049250313e-16,[2.96085272e-111],[1059.41070916]
0.0,[7.6305246e-106],[1029.75413244]
0.0,[2.61291836e-92],[995.24502264]
0.0,[1.91014122e-86],[925.38408945]
-2.220446049250313e-16,[1.31922817e-78],[788.91900754]
0.0,[4.34040167e-65],[639.89028871]
0.0,[1.47689332e-58],[576.64003679]
-2.220446049250313e-16,[4.21042263e-69],[722.51431693]
2.220446049250313e-16,[7.61506331e-93],[973.71931966]
-2.220446049250313e-16,[5.17737723e-98],[1073.6992738]
1.1102230246251565e-16,[3.95545642e-99],[977.50579595]
4.440892098500626e-16,[1.33582039e-101],[909.79326435]
-2.220446049250313e-16,[7.9139994e-102],[828.51263906]
1.1102230246251565e-16,[8.11411516e-97],[877.1953855]
0.0,[7.07345247e-102],[995.15771604]
0.0,[2.01789405e-107],[1017.06662646]
-2.220446049250313e-16,[4.59367328e-103],[902.10986208]
0.0,[9.70169806e-99],[829.40786683]
-2.220446049250313e-16,[2.18325147e-95],[806.93295707]
-2.220446049250313e-16,[5.92435054e-94],[837.18668261]
-2.220446049250313e-16,[1.94985475e-95],[854.188832]
-2.220446049250313e-16,[6.33862774e-97],[852.45146508]
2.220446049250313e-16,[1.36783288e-99],[860.98971139]
0.0,[1.4881998e-100],[845.38001446]
-2.220446049250313e-16,[1.64234431e-103],[901.26790484]
0.0,[2.49588919e-107],[969.92728798]
4.440892098500626e-16,[9.41219752e-115],[1054.08950866]
1.1102230246251565e-16,[2.88028708e-110],[1108.21190449]
-2.220446049250313e-16,[2.7376505e-107],[984.906694]
0.0,[1.33387586e-101],[966.20518583]
-2.220446049250313e-16,[1.86358224e-90],[930.70454437]
-2.220446049250313e-16,[2.60822485e-85],[842.64285937]
0.0,[1.23163435e-79],[686.09907203]
-2.220446049250313e-16,[2.71546298e-65],[527.68467742]
0.0,[5.29165879e-58],[460.87500957]
-2.220446049250313e-16,[1.22629226e-69],[615.2800281]
3.3306690738754696e-16,[1.3902266e-90],[863.99039833]
-2.220446049250313e-16,[1.0891323e-101],[992.77205763]
0.0,[1.42884566e-98],[914.70376886]
-2.220446049250313e-16,[5.45427923e-101],[946.23411291]
1.1102230246251565e-16,[5.01339566e-106],[942.74523806]
2.220446049250313e-16,[3.75001306e-98],[806.58930999]
-2.220446049250313e-16,[3.56683537e-99],[733.96973853]
0.0,[4.07371587e-99],[713.06007176]
0.0,[2.24420973e-95],[715.17296047]
3.3306690738754696e-16,[8.49838933e-100],[731.30895398]
0.0,[1.08086471e-103],[763.95580097]
2.220446049250313e-16,[3.50228845e-106],[805.21048512]
0.0,[3.68189164e-106],[828.02593515]
1.1102230246251565e-16,[2.86445893e-105],[883.53627523]
0.0,[3.60655954e-110],[944.47996491]
3.3306690738754696e-16,[4.72937359e-109],[988.35316976]
0.0,[7.22607113e-111],[1020.92317589]
1.1102230246251565e-16,[1.07298668e-108],[1048.631295]
0.0,[2.41069655e-100],[943.38781978]
0.0,[1.47621676e-97],[925.82951923]
1.1102230246251565e-16,[1.08994162e-93],[866.4132104]
3.3306690738754696e-16,[7.21099827e-88],[733.43816181]
0.0,[1.22009493e-74],[573.11099303]
1.1102230246251565e-16,[1.13448941e-65],[468.11142806]
0.0,[2.01652148e-73],[573.97947663]
-2.220446049250313e-16,[2.83783438e-87],[813.95837283]
2.220446049250313e-16,[1.86930578e-94],[979.30629596]
1.1102230246251565e-16,[1.22562682e-97],[921.49846455]
1.1102230246251565e-16,[4.151171e-104],[867.44299077]
0.0,[8.62934483e-97],[725.87190277]
3.3306690738754696e-16,[4.38657231e-98],[652.83421535]
0.0,[1.10098869e-96],[648.80373846]
0.0,[1.94750619e-95],[696.90372721]
-2.220446049250313e-16,[3.49804155e-94],[758.73225433]
1.1102230246251565e-16,[8.52917061e-101],[771.07927988]
0.0,[7.71376469e-104],[775.46519799]
0.0,[2.61514484e-100],[806.20707433]
1.1102230246251565e-16,[3.99637439e-101],[861.79794611]
2.220446049250313e-16,[7.44169651e-108],[910.72722312]
-2.220446049250313e-16,[5.07540479e-106],[960.62680353]
1.1102230246251565e-16,[1.54770761e-113],[1021.29710239]
0.0,[5.95637766e-111],[1061.33650716]
1.1102230246251565e-16,[5.27587363e-105],[896.29845832]
2.220446049250313e-16,[2.33131259e-103],[946.75464226]
0.0,[2.41119335e-98],[924.75106632]
0.0,[1.43121005e-90],[795.32489732]
2.220446049250313e-16,[1.39712535e-75],[580.14259368]
2.220446049250313e-16,[2.77718454e-60],[392.34180824]
-2.220446049250313e-16,[4.26877353e-67],[502.66237805]
1.1102230246251565e-16,[5.43449248e-88],[823.55471622]
-2.220446049250313e-16,[1.76366245e-89],[1016.91595339]
2.220446049250313e-16,[1.18356559e-96],[960.95467481]
-2.220446049250313e-16,[2.65099178e-102],[896.72599404]
2.220446049250313e-16,[2.73620465e-98],[689.77897135]
0.0,[2.67025554e-87],[684.42607087]
0.0,[1.10025737e-87],[705.24794276]
2.220446049250313e-16,[4.502173e-88],[777.22858504]
1.1102230246251565e-16,[2.28086019e-88],[836.82491048]
1.1102230246251565e-16,[6.30294295e-102],[786.80429735]
-2.220446049250313e-16,[3.7078806e-96],[747.7768064]
-2.220446049250313e-16,[2.02350897e-101],[778.7478159]
1.1102230246251565e-16,[6.84039823e-103],[836.62724035]
2.220446049250313e-16,[1.67511348e-110],[887.20294309]
1.1102230246251565e-16,[1.4048722e-112],[937.7076775]
1.1102230246251565e-16,[2.9952349e-114],[997.20502068]
0.0,[2.39093521e-114],[1034.4621594]
0.0,[1.37132234e-105],[865.05407954]
0.0,[4.95689625e-101],[901.45982451]
2.220446049250313e-16,[5.99734978e-93],[952.62602204]
-2.220446049250313e-16,[7.67949652e-87],[811.39700976]
-2.220446049250313e-16,[1.49836938e-68],[518.99239215]
-2.220446049250313e-16,[8.80898764e-44],[248.10968287]
3.3306690738754696e-16,[1.08243032e-56],[388.21121156]
0.0,[5.15387541e-87],[761.3033172]
0.0,[5.28363721e-87],[959.83720847]
0.0,[3.02220166e-100],[933.27864224]
1.1102230246251565e-16,[1.81564184e-102],[891.00973092]
0.0,[1.99968428e-86],[894.10500919]
1.1102230246251565e-16,[1.61389885e-88],[921.92804912]
1.1102230246251565e-16,[6.25750215e-96],[827.99837838]
0.0,[2.08195829e-92],[775.0111096]
0.0,[4.38858754e-100],[802.73322012]
2.220446049250313e-16,[6.88306268e-99],[852.68292117]
-2.220446049250313e-16,[5.58287022e-107],[888.88865153]
0.0,[7.47178831e-110],[915.41584568]
-2.220446049250313e-16,[1.57090245e-109],[940.5110713]
-2.220446049250313e-16,[2.7010958e-103],[878.98135795]
2.220446049250313e-16,[1.73840837e-92],[919.65252207]
0.0,[2.30580412e-88],[792.2512961]
-2.220446049250313e-16,[3.64145328e-72],[484.55983121]
0.0,[9.71845443e-39],[184.69041622]
0.0,[2.42798497e-52],[320.12669402]
1.1102230246251565e-16,[9.79845218e-81],[679.26735313]
-2.220446049250313e-16,[2.83259261e-80],[882.40990373]
0.0,[1.82051244e-98],[892.86550843]
0.0,[4.01155432e-100],[883.1293682]
1.1102230246251565e-16,[9.96678094e-97],[858.93981335]
0.0,[8.40086776e-99],[871.10818661]
0.0,[4.580859e-105],[885.93399108]
2.220446049250313e-16,[1.93007463e-108],[895.49420884]
1.1102230246251565e-16,[3.29609576e-103],[839.99812466]
-2.220446049250313e-16,[3.45945016e-95],[855.18526085]
2.220446049250313e-16,[1.19165168e-95],[767.95030661]
2.220446049250313e-16,[1.52667161e-74],[518.45230043]
3.3306690738754696e-16,[1.02245324e-44],[279.6625082]
3.3306690738754696e-16,[4.15326631e-54],[376.02421899]
0.0,[3.02497159e-79],[647.3035769]
0.0,[2.23513233e-79],[820.90095071]
0.0,[7.61392776e-95],[870.41896446]
3.3306690738754696e-16,[2.0333276e-103],[833.71858006]
-2.220446049250313e-16,[3.81104348e-106],[853.10196701]
0.0,[5.04341859e-110],[882.37195662]
3.3306690738754696e-16,[1.12868094e-112],[896.48656748]
1.1102230246251565e-16,[3.1005093e-100],[819.6735421]
-2.220446049250313e-16,[1.0637385e-101],[809.10438807]
1.1102230246251565e-16,[1.0123444e-99],[765.68503705]
2.220446049250313e-16,[5.55348115e-79],[630.54498411]
1.1102230246251565e-16,[2.18675673e-59],[500.82995845]
0.0,[6.34884324e-62],[524.69453879]
-4.440892098500626e-16,[8.14287793e-79],[663.78893445]
2.220446049250313e-16,[1.08745105e-80],[782.09764069]
0.0,[4.24992361e-91],[854.455345]
0.0,[1.71670423e-95],[885.40675384]
2.220446049250313e-16,[2.80868789e-98],[818.101231]
2.220446049250313e-16,[1.18586102e-104],[837.57195207]
-2.220446049250313e-16,[5.49636028e-109],[877.30608293]
-2.220446049250313e-16,[1.56599878e-110],[887.26668414]
1.1102230246251565e-16,[1.30190265e-99],[798.86232623]
-2.220446049250313e-16,[5.80083584e-101],[791.41370826]
-2.220446049250313e-16,[2.40606294e-98],[771.25337848]
1.1102230246251565e-16,[6.97573063e-92],[727.44857848]
0.0,[1.14697775e-77],[691.97525084]
-2.220446049250313e-16,[2.71059218e-75],[679.83812519]
0.0,[2.143237e-79],[708.64141128]
0.0,[2.53417856e-79],[771.00595871]
-2.220446049250313e-16,[5.72723849e-93],[838.2504081]
0.0,[4.88397062e-100],[845.8995852]
1.1102230246251565e-16,[2.25389248e-99],[789.62563907]
0.0,[4.45490153e-100],[791.83403225]
2.220446049250313e-16,[1.93629818e-95],[774.32683967]
1.1102230246251565e-16,[8.06098106e-94],[736.49906891]
1.1102230246251565e-16,[3.95806537e-83],[716.57898548]
0.0,[3.74985119e-81],[709.26310102]
0.0,[4.87699588e-89],[755.39983173]
0.0,[4.64216152e-89],[825.33699664]
0.0,[1.08961112e-105],[782.72290039]
-2.220446049250313e-16,[3.58137643e-103],[789.34925513]
2.220446049250313e-16,[4.59873876e-96],[769.78910439]
0.0,[2.10399297e-90],[707.13913263]
1.1102230246251565e-16,[5.36677971e-81],[652.64264155]
0.0,[1.49536736e-81],[670.63031006]
3.3306690738754696e-16,[3.69499055e-95],[793.97251144]
-2.220446049250313e-16,[4.83983357e-100],[880.27638514]
0.0,[2.32649712e-101],[781.57851634]
0.0,[5.98549198e-102],[744.72163421]
0.0,[4.99074586e-101],[776.49332682]
0.0,[1.50696466e-99],[771.92159256]
-2.220446049250313e-16,[1.13455153e-96],[745.46860399]
0.0,[8.20347419e-90],[682.70165896]
-2.220446049250313e-16,[1.95097484e-79],[635.93961469]
0.0,[1.56139528e-82],[679.35738238]
0.0,[4.65567846e-88],[786.93882841]
1.1102230246251565e-16,[6.61823374e-95],[838.10392851]
-2.220446049250313e-16,[2.9887871e-102],[794.50582946]
0.0,[6.99016363e-104],[747.06721167]
-2.220446049250313e-16,[4.42063715e-100],[771.36903651]
2.220446049250313e-16,[3.87898156e-105],[768.66807287]
0.0,[5.35660244e-102],[748.67911545]
0.0,[8.12288297e-100],[723.1119289]
2.220446049250313e-16,[1.1159969e-95],[696.55898988]
0.0,[5.59275695e-83],[700.21743954]
0.0,[5.56587965e-84],[745.80674355]
0.0,[7.43052756e-90],[800.24918739]
0.0,[6.46605825e-95],[783.74416217]
0.0,[9.91503659e-102],[706.45336794]
1.1102230246251565e-16,[4.57368157e-100],[734.50038656]
3.3306690738754696e-16,[1.1340656e-102],[748.57009589]
1.1102230246251565e-16,[7.20616034e-97],[708.26609653]
0.0,[2.52259162e-96],[727.25269871]
3.3306690738754696e-16,[4.82063565e-88],[764.57781025]
0.0,[5.43915671e-90],[781.35468726]
0.0,[1.55721969e-94],[784.07531738]
-2.220446049250313e-16,[6.98306369e-99],[741.15076641]
0.0,[2.59410742e-98],[733.33498966]
0.0,[2.12915862e-99],[790.46101529]
0.0,[1.33768074e-104],[710.93937174]
1.1102230246251565e-16,[2.45757935e-105],[690.41107178]
2.220446049250313e-16,[2.03502304e-103],[691.74484791]
-2.220446049250313e-16,[7.25132191e-98],[737.89757822]
1.1102230246251565e-16,[4.82347794e-91],[773.99128035]
1.1102230246251565e-16,[8.60587878e-95],[762.61461684]
0.0,[2.56020496e-103],[733.9005462]
-2.220446049250313e-16,[6.15244467e-101],[736.23286827]
0.0,[5.23908308e-97],[776.36417763]
0.0,[8.24409416e-95],[783.77684111]
-2.220446049250313e-16,[1.3570196e-103],[672.28739301]
1.1102230246251565e-16,[1.91857497e-98],[656.35129442]
2.220446049250313e-16,[1.13416865e-96],[678.13445686]
0.0,[4.85944983e-92],[746.50134397]
-2.220446049250313e-16,[9.18184398e-87],[788.01407399]
0.0,[6.54399179e-94],[758.02835981]
2.220446049250313e-16,[6.59085828e-102],[702.64931473]
0.0,[4.85466435e-98],[704.17208683]
0.0,[1.02363847e-99],[718.29931282]
1.1102230246251565e-16,[2.22834783e-97],[710.42145972]
-2.220446049250313e-16,[2.14727336e-97],[643.59507602]
0.0,[2.71978531e-88],[631.66461182]
-2.220446049250313e-16,[3.13482363e-88],[677.05718156]
0.0,[1.52874549e-87],[762.69976089]
-2.220446049250313e-16,[1.16176413e-86],[792.98335296]
-2.220446049250313e-16,[1.83110434e-95],[735.75635723]
-2.220446049250313e-16,[2.74744929e-95],[693.14997295]
0.0,[7.60813248e-94],[721.83056042]
-2.220446049250313e-16,[5.3458542e-95],[728.04452335]
1.1102230246251565e-16,[5.5708416e-93],[705.62027995]
0.0,[1.50579678e-92],[627.38460645]
-2.220446049250313e-16,[6.5038101e-86],[629.24619069]
3.3306690738754696e-16,[6.02668199e-94],[681.08262006]
0.0,[3.42774651e-92],[731.67423383]
0.0,[2.7892621e-90],[720.87710631]
3.3306690738754696e-16,[5.84243835e-93],[700.28339939]
0.0,[2.36776652e-93],[750.95506616]
1.1102230246251565e-16,[7.80554591e-93],[805.33429194]
0.0,[1.40752008e-90],[786.55907246]
0.0,[4.52548554e-89],[664.28683292]
0.0,[1.23545074e-95],[688.78317321]
0.0,[1.2012729e-92],[686.09311332]
-2.220446049250313e-16,[3.53009377e-94],[687.55362716]
0.0,[2.95896434e-94],[722.7940614]
0.0,[8.64792529e-103],[787.7755103]
0.0,[6.99404075e-96],[695.98441569]
0.0,[2.4960437e-90],[679.20491058]
-2.220446049250313e-16,[4.47120337e-90],[695.68557679]
0.0,[1.88294624e-90],[732.92506199]
0.0,[1.01048669e-94],[775.3710387]
0.0,[1.38389136e-92],[678.58140654]
-2.220446049250313e-16,[3.33875053e-106],[1842.92437146]
3.3306690738754696e-16,[9.12396244e-113],[1849.55636058]
0.0,[2.11375278e-110],[1796.14960315]
3.3306690738754696e-16,[1.15599211e-104],[1681.05770575]
0.0,[3.10491173e-107],[1550.44994638]
2.220446049250313e-16,[2.6727764e-118],[1450.06517358]
0.0,[5.7432547e-106],[1802.25669711]
0.0,[3.24066248e-103],[1619.66740148]
-2.220446049250313e-16,[5.34715407e-109],[1531.55552763]
1.1102230246251565e-16,[1.59996405e-114],[1492.52715466]
-2.220446049250313e-16,[2.57802187e-112],[1534.09279498]
-2.220446049250313e-16,[3.01917227e-109],[1620.69581514]
-2.220446049250313e-16,[1.77365339e-104],[1695.12518909]
0.0,[2.51475301e-102],[1751.91965859]
1.1102230246251565e-16,[6.23658821e-110],[1801.23327397]
1.1102230246251565e-16,[2.57003624e-112],[1780.13838226]
0.0,[1.45330536e-99],[1653.80333515]
0.0,[3.41835516e-105],[1510.36437749]
0.0,[1.96726601e-116],[1391.80426145]
0.0,[1.20408032e-112],[1441.30322744]
0.0,[2.35775712e-111],[1515.57020479]
1.1102230246251565e-16,[2.58313409e-102],[1591.28361003]
2.220446049250313e-16,[1.14795337e-98],[1731.36044491]
0.0,[5.42790608e-94],[1698.76850921]
0.0,[5.76389939e-92],[1612.85604559]
-2.220446049250313e-16,[2.33608612e-94],[1523.3524505]
0.0,[1.52662504e-101],[1474.25730268]
2.220446049250313e-16,[1.48143784e-111],[1485.23881261]
1.1102230246251565e-16,[2.8240845e-108],[1528.89417222]
1.1102230246251565e-16,[7.45308796e-101],[1571.59758444]
0.0,[3.10385326e-97],[1612.18915154]
0.0,[8.19491682e-98],[1674.12410482]
2.220446049250313e-16,[1.62330331e-103],[1766.49483714]
-2.220446049250313e-16,[3.48297439e-105],[1783.61337699]
3.3306690738754696e-16,[6.18521039e-96],[1657.323089]
0.0,[1.62365023e-112],[1521.44540345]
-2.220446049250313e-16,[3.23299736e-108],[1457.83189721]
0.0,[7.70500251e-105],[1434.40110151]
2.220446049250313e-16,[5.14541497e-105],[1458.5381386]
0.0,[3.14432413e-108],[1525.58912808]
0.0,[1.21317972e-90],[1605.23773313]
0.0,[5.2047794e-96],[1632.67268402]
0.0,[5.79013022e-96],[1588.70302687]
1.1102230246251565e-16,[2.87482621e-92],[1525.61758961]
0.0,[1.54505348e-91],[1459.66996017]
0.0,[3.25615819e-99],[1408.45452522]
4.440892098500626e-16,[3.70470328e-107],[1383.18218396]
0.0,[1.06660895e-107],[1448.9491637]
2.220446049250313e-16,[1.63911713e-105],[1482.94207644]
0.0,[2.43268449e-95],[1511.14228851]
2.220446049250313e-16,[3.86188335e-93],[1530.14412674]
0.0,[2.59373658e-101],[1555.99955241]
0.0,[2.68323141e-107],[1613.96923589]
0.0,[5.0208701e-108],[1703.54307167]
0.0,[2.95147473e-105],[1706.10721364]
-2.220446049250313e-16,[1.26588524e-105],[1493.29532638]
-2.220446049250313e-16,[1.86296907e-108],[1383.16886393]
-2.220446049250313e-16,[5.05244455e-106],[1378.84401329]
1.1102230246251565e-16,[6.44318067e-99],[1432.83118154]
-2.220446049250313e-16,[5.83507656e-106],[1487.69388595]
2.220446049250313e-16,[1.480607e-82],[1517.3583386]
0.0,[1.97107802e-77],[1514.47576785]
1.1102230246251565e-16,[6.06135244e-91],[1512.79053692]
0.0,[1.16120068e-93],[1480.04325597]
0.0,[4.63603157e-99],[1379.4699348]
0.0,[5.22628604e-104],[1285.38181918]
0.0,[1.45991207e-106],[1259.15355488]
2.220446049250313e-16,[9.9790615e-110],[1282.9531633]
1.1102230246251565e-16,[3.63304814e-113],[1320.06045592]
0.0,[1.67554419e-115],[1344.30992695]
0.0,[1.14920723e-109],[1352.72625134]
-2.220446049250313e-16,[2.4054666e-103],[1349.50797765]
0.0,[1.44145025e-94],[1342.30038392]
2.220446049250313e-16,[1.69429307e-93],[1360.46493231]
0.0,[3.13656105e-101],[1431.55517578]
1.1102230246251565e-16,[3.9719962e-106],[1528.11619418]
1.1102230246251565e-16,[5.30084733e-102],[1614.84329762]
0.0,[3.8332964e-98],[1406.87271657]
0.0,[3.08084209e-102],[1290.70270374]
2.220446049250313e-16,[1.83887477e-101],[1299.78373449]
2.220446049250313e-16,[6.73694112e-94],[1366.3478956]
-2.220446049250313e-16,[7.55168974e-99],[1436.24833649]
0.0,[2.42101303e-79],[1417.99904977]
0.0,[1.93183801e-69],[1357.92664532]
0.0,[1.06798175e-93],[1385.57437194]
1.1102230246251565e-16,[9.12529078e-99],[1324.76678826]
1.1102230246251565e-16,[1.83265097e-103],[1249.80125517]
-2.220446049250313e-16,[6.60790622e-104],[1223.19419472]
-2.220446049250313e-16,[3.32146422e-105],[1226.96546607]
1.1102230246251565e-16,[5.4602308e-105],[1245.05433565]
0.0,[1.84367324e-105],[1262.44354846]
-2.220446049250313e-16,[1.53565333e-104],[1249.95069556]
0.0,[2.33624734e-103],[1205.96947285]
0.0,[5.78678586e-101],[1160.31376857]
2.220446049250313e-16,[1.23900337e-99],[1164.02051739]
1.1102230246251565e-16,[1.69014168e-94],[1255.93577665]
-2.220446049250313e-16,[6.13713823e-91],[1385.83206715]
1.1102230246251565e-16,[3.43874031e-101],[1469.77676451]
-2.220446049250313e-16,[1.43305979e-100],[1480.07441502]
0.0,[6.59648562e-104],[1366.94321576]
2.220446049250313e-16,[4.36021426e-106],[1248.9032126]
0.0,[2.36270385e-105],[1241.28416293]
-2.220446049250313e-16,[1.18407634e-102],[1269.23790786]
-2.220446049250313e-16,[6.61519982e-103],[1329.10033222]
3.3306690738754696e-16,[4.78654293e-89],[1348.34049958]
0.0,[8.58211492e-76],[1323.51600797]
-2.220446049250313e-16,[2.70649502e-90],[1403.02024452]
0.0,[1.31982062e-76],[1187.71995874]
0.0,[1.2860128e-95],[1284.47702445]
0.0,[1.47276402e-99],[1324.20675599]
1.1102230246251565e-16,[4.67853506e-98],[1285.783397]
1.1102230246251565e-16,[8.55400846e-102],[1218.34807751]
0.0,[3.91528023e-105],[1172.79504634]
2.220446049250313e-16,[3.77286074e-105],[1161.59949449]
1.1102230246251565e-16,[6.92768246e-104],[1173.56534591]
0.0,[2.14215332e-104],[1193.00241986]
-2.220446049250313e-16,[3.55685713e-103],[1198.47270412]
-2.220446049250313e-16,[2.11256975e-104],[1176.04027363]
0.0,[4.94399217e-109],[1140.37303969]
0.0,[2.91871852e-110],[1119.31914685]
0.0,[6.28978398e-102],[1145.85024845]
0.0,[3.95753725e-96],[1206.61833161]
-2.220446049250313e-16,[8.71061322e-102],[1234.06478104]
1.1102230246251565e-16,[6.29275807e-105],[1225.06987688]
0.0,[1.77663828e-101],[1215.76167088]
1.1102230246251565e-16,[3.30105688e-109],[1174.36651731]
-2.220446049250313e-16,[3.22052698e-113],[1201.06666954]
0.0,[9.46102e-112],[1267.19651884]
-2.220446049250313e-16,[5.09747845e-104],[1310.86375756]
1.1102230246251565e-16,[1.02113394e-89],[1293.88400687]
0.0,[1.14208486e-76],[1277.08199774]
0.0,[8.9848377e-94],[1371.47647873]
4.440892098500626e-16,[5.88965501e-97],[1462.07248822]
0.0,[1.17659948e-101],[1474.97876695]
-2.220446049250313e-16,[5.95164066e-90],[1247.44261499]
1.1102230246251565e-16,[2.00611127e-97],[1268.7610725]
0.0,[2.94664563e-104],[1284.58477185]
0.0,[1.50691414e-98],[1268.32819202]
-2.220446049250313e-16,[3.45408719e-100],[1216.42255955]
-2.220446049250313e-16,[1.2278669e-102],[1156.5659419]
0.0,[2.82479901e-106],[1119.38226917]
-2.220446049250313e-16,[3.18942156e-109],[1125.81812002]
0.0,[1.37232606e-103],[1144.46054496]
1.1102230246251565e-16,[3.9392387e-108],[1150.12723078]
3.3306690738754696e-16,[2.68595915e-110],[1152.97892013]
1.1102230246251565e-16,[1.02461221e-110],[1150.80986232]
-2.220446049250313e-16,[2.67373877e-111],[1135.38210162]
0.0,[3.43273706e-115],[1106.17490522]
0.0,[7.57262582e-107],[1087.47565535]
0.0,[1.71924468e-101],[1087.43470914]
0.0,[3.0796586e-99],[1093.08227539]
0.0,[1.026564e-92],[1115.84201708]
-2.220446049250313e-16,[7.66792532e-110],[1169.52041207]
0.0,[6.04471422e-110],[1157.62864535]
0.0,[9.18392895e-114],[1134.38248698]
1.1102230246251565e-16,[1.35209645e-108],[1204.50171856]
-2.220446049250313e-16,[9.26699719e-95],[1322.42029766]
2.220446049250313e-16,[7.31090147e-87],[1317.47285013]
-2.220446049250313e-16,[9.08055509e-80],[1212.89487831]
0.0,[5.8002088e-91],[1322.99984203]
0.0,[6.37356546e-106],[1501.43762446]
0.0,[8.32945654e-107],[1519.34869265]
0.0,[5.89084867e-99],[1240.09290269]
-2.220446049250313e-16,[1.5789097e-96],[1225.97047574]
-2.220446049250313e-16,[9.00014673e-97],[1194.65965361]
0.0,[5.83803257e-97],[1157.57611682]
-2.220446049250313e-16,[6.4286065e-99],[1138.82666494]
-2.220446049250313e-16,[7.12744566e-103],[1145.06217927]
5.551115123125783e-16,[4.94003718e-105],[1152.92802399]
1.1102230246251565e-16,[9.12273881e-110],[1139.30728688]
0.0,[2.46460318e-108],[1116.8172033]
0.0,[9.65750625e-108],[1115.21386001]
-2.220446049250313e-16,[3.53655491e-100],[1130.50502403]
